Global Parent,Ship_To_Count,Row_Count,GP_Country,Normalized_GP
BRDR JORGENSEN COMPONENTS,1,2,Denmark,BRDR JORGENSEN COMPONENTS
BREDA ENERGIA,1,2,Italy,BREDA ENERGIA
BREDO MATORS,1,1,Australia,BREDO MATORS
BREEO LLC,1,2,United States Of America,BREEO
BREERTON MARTIN RICARDO,1,2,Argentina,BREERTON MARTIN RICARDO
BREMER MINERALOLHANDEL,1,1,Germany,BREMER MINERALOLHANDEL
BRENKIR,1,2,Canada,BRENKIR
BRESSANI,1,2,Brazil,BRESSANI
BREWOLOGY,1,2,United States Of America,BREWOLOGY
BREY AND KRAUSE MANUFACTURING,1,2,United States Of America,BREY AND KRAUSE MANUFACTURING
BRF,1,2,Brazil,BRF
BRIADCO TOOL AND MOLD,1,2,Canada,BRIADCO TOOL AND MOLD
BRIAN LOWE,1,2,Canada,BRIAN LOWE
BRIAN TOOLEY RACING INC,1,2,,BRIAN TOOLEY RACING
BRICARD SAS,1,1,France,BRICARD
BRICHEM,1,2,Canada,BRICHEM
BRIGGS AND STRATTON,1,1,United States Of America,BRIGGS AND STRATTON
BRIGHT HEAT TREATMENT,1,3,Taiwan,BRIGHT HEAT TREATMENT
BRIGHTEC,1,2,United States Of America,BRIGHTEC
BRILEY MANUFACTURING,1,1,United States Of America,BRILEY MANUFACTURING
BRILL METAL WORKS,1,2,United States Of America,BRILL METAL WORKS
BRILLCAST MANUFACTURING,1,2,United States Of America,BRILLCAST MANUFACTURING
BRIMMOND GROUP,1,1,United Kingdom,BRIMMOND GROUP
BRINCK FORNICKLINGSFABRIKEN,1,1,Sweden,BRINCK FORNICKLINGSFABRIKEN
BRINEAN GROUP,1,1,Spain,BRINEAN GROUP
BRINKMANN FORMENBAU,1,2,Germany,BRINKMANN FORMENBAU
BRINKS TRÄINDUSTRI,1,2,Sweden,BRINKS TRAINDUSTRI
BRISTOLMYERS,1,2,United States Of America,BRISTOLMYERS
BRITECH ELECTROPOLISHING INC,1,2,United States Of America,BRITECH ELECTROPOLISHING
BRITISH STEEL,1,2,England,BRITISH STEEL
BRITON INC,1,1,United States Of America,BRITON
BRITTTEN METALWORKS,1,2,United States Of America,BRITTTEN METALWORKS
BRIVIO,1,1,,BRIVIO
BRMARKETING,1,1,Thailand,BRMARKETING
BROAD WORLD PRECISION INDUSTRY,1,2,Malaysia,BROAD WORLD PRECISION INDUSTRY
BROADHEAD BUILDING AND SUPPLY,1,2,United States Of America,BROADHEAD BUILDING AND SUPPLY
BROADWAY METAL WORKS,1,2,United States Of America,BROADWAY METAL WORKS
BROCKWORTH INDUSTRIES LTD,1,2,Canada,BROCKWORTH INDUSTRIES
BROCO PRODUCTS,1,1,United States Of America,BROCO PRODUCTS
BRODI SPECIALTY PRODUCTS,1,2,Canada,BRODI SPECIALTY PRODUCTS
BROGREN INDUSTRIES AB,1,2,Sweden,BROGREN INDUSTRIES AB
BROLAN CONKEY MANAGER LINE W ECOCLEAN IN,1,2,,BROLAN CONKEY MANAGER LINE W ECOCLEAN IN
BROMOPRESS,1,2,Italy,BROMOPRESS
BRONZE ALU,1,1,France,BRONZE ALU
BROOK DESIGN HARDWARE,1,2,United Kingdom,BROOK DESIGN HARDWARE
BROOKLIN CONCRETE PRODUCTS,1,4,Canada,BROOKLIN CONCRETE PRODUCTS
BROOKS AUTOMATION US LLC,1,4,United States Of America,BROOKS AUTOMATION US
BROOKS FORGINGS,1,2,United States Of America,BROOKS FORGINGS
BROUGHTON LUBRICANTS,1,1,United Kingdom,BROUGHTON LUBRICANTS
BROVEDANI,1,4,Italy,BROVEDANI
BROWARD INDUSTRIAL SVC,1,1,United States Of America,BROWARD INDUSTRIAL SVC
BROWN INDUSTRIES,1,2,United States Of America,BROWN INDUSTRIES
BROWN STOVE WORKS,1,2,United States Of America,BROWN STOVE WORKS
BROWNLEE LIGHTING,1,1,United States Of America,BROWNLEE LIGHTING
BRP,1,3,Canada,BRP
BRS MASKINFABRIK,1,1,Denmark,BRS MASKINFABRIK
BRSINTERTRADE,1,1,United States Of America,BRSINTERTRADE
BRT,1,4,Italy,BRT
BRU ERRE,1,3,Argentina,BRU ERRE
BRUCE AND DANA WHOLESALE,1,2,United States Of America,BRUCE AND DANA WHOLESALE
BRUMALL MANUFACTURING,1,1,United States Of America,BRUMALL MANUFACTURING
BRUNELLO RINO,1,2,Italy,BRUNELLO RINO
BRUNING,1,3,Brazil,BRUNING
BRUNNER AND LAY INC,1,2,United States Of America,BRUNNER AND LAY
BRUNNER WIRE PRODUCTS,1,3,United States Of America,BRUNNER WIRE PRODUCTS
BRUNO INDL,1,1,Brazil,BRUNO INDL
BRUNS,1,1,Canada,BRUNS
BRUNSWICH ENGINEERING,1,2,United Kingdom,BRUNSWICH ENGINEERING
BRUNSWICK,1,2,,BRUNSWICK
BRUNTON ENGINEERING,1,2,Australia,BRUNTON ENGINEERING
BRUSS SEALING SYSTEMS TAICANG,1,1,,BRUSS SEALING SYSTEMS TAICANG
BRYER,1,1,United States Of America,BRYER
BS,1,2,Brazil,BS
BS TRADERS,1,2,India,BS TRADERS
BSA,1,1,France,BSA
BSANDB SAFETY SYSTEMS,1,2,United States Of America,BSANDB SAFETY SYSTEMS
BSB INDUSTRY,1,3,France,BSB INDUSTRY
BSCI INC,1,2,United States Of America,BSCI
BSH,1,2,Germany,BSH
BST RODS,1,1,Spain,BST RODS
BT,1,2,Sweden,BT
BT MANUFACTURING,1,2,United States Of America,BT MANUFACTURING
BT MASKINTEKNIK,1,3,Denmark,BT MASKINTEKNIK
BTE MAKINA,1,1,Turkey,BTE MAKINA
BTICINO,1,2,Italy,BTICINO
BTS BEFESTIGUNGSELEMENTE,1,2,Germany,BTS BEFESTIGUNGSELEMENTE
BTS FORWARDING,1,2,United States Of America,BTS FORWARDING
BUCHANAN JOHN R,1,1,United States Of America,BUCHANAN JOHN R
BUCHER,1,1,,BUCHER
BUCHNER MANUFACTURING,1,2,Canada,BUCHNER MANUFACTURING
BUCK BROTHERS,1,2,United States Of America,BUCK BROTHERS
BUCK GARDNER,1,1,United States Of America,BUCK GARDNER
BUCKEYE FIRE PROTECTION,1,1,United States Of America,BUCKEYE FIRE PROTECTION
BUCKINGHAM MANUFACTURING,1,2,United States Of America,BUCKINGHAM MANUFACTURING
BUCKINGHAM STRUCTURAL MOVING EQUI,1,1,United States Of America,BUCKINGHAM STRUCTURAL MOVING EQUI
BUCKMAN LAB LAVERTON NORTH,1,1,,BUCKMAN LAB LAVERTON NORTH
BUCKMAN LABORATORIES,1,1,United States Of America,BUCKMAN LABORATORIES
BUCKMAN LABS,1,1,,BUCKMAN LABS
BUCYRUS BLADES INC,1,2,United States Of America,BUCYRUS BLADES
BUDMAT BOGDAN WIECEK,1,1,Poland,BUDMAT BOGDAN WIECEK
BUENAVENTURA GINER,1,2,Spain,BUENAVENTURA GINER
BUHLER,1,2,Switzerland,BUHLER
BUHLER NEUMAIER GMBH and CO KG,1,2,Germany,BUHLER NEUMAIER AND KG
BUILDERS FIRST SOURCE,1,1,United States Of America,BUILDERS FIRST SOURCE
BUJALSKI,1,2,Poland,BUJALSKI
BULL INDUSTRIAL SUPPLY,1,2,Canada,BULL INDUSTRIAL SUPPLY
BULLOCK VIC PTY LTD,1,1,Australia,BULLOCK VIC
BULTEN POLSKA,1,1,Poland,BULTEN POLSKA
BUMET,1,2,Poland,BUMET
BUNDESPOLIZEIAKADEMIE,1,2,Germany,BUNDESPOLIZEIAKADEMIE
BUNDY,1,1,Brazil,BUNDY
BUNDY SALES NORTHGATE,1,1,,BUNDY SALES NORTHGATE
BUNGE,1,3,United States Of America,BUNGE
BUNGE IBERICA,1,1,Spain,BUNGE IBERICA
BUNGTHONG TECH,1,1,Thailand,BUNGTHONG TECH
BURACCO,1,1,Italy,BURACCO
BURBANK DENTAL,1,2,United States Of America,BURBANK DENTAL
BURBANK STEEL TREATING,1,2,United States Of America,BURBANK STEEL TREATING
BURDEN TONY,1,1,United States Of America,BURDEN TONY
BURGHARDT SCHMIDT,1,2,Germany,BURGHARDT SCHMIDT
BURKARTPHELAN,1,2,United States Of America,BURKARTPHELAN
BURLING VALVE,1,2,United States Of America,BURLING VALVE
BURLOAK ENGINEERED SOLUTIONS INC,1,2,Canada,BURLOAK ENGINEERED SOLUTIONS
BURLOAK TOOL AND DIE,1,2,Canada,BURLOAK TOOL AND DIE
BURNIGAISAL,1,2,Spain,BURNIGAISAL
BURNLEY COLLEGE,1,1,United Kingdom,BURNLEY COLLEGE
BURNSIDE AMERICA INC,1,2,United States Of America,BURNSIDE AMERICA
BURNSIDE AUTOCYL,1,1,Ireland,BURNSIDE AUTOCYL
BURRI,1,1,Switzerland,BURRI
BURUIKEPATE,1,3,,BURUIKEPATE
BUSCH MANUFACTURING LLC,1,2,Germany,BUSCH MANUFACTURING
BUSCH and CO GMBH and CO KG,1,2,Germany,BUSCH AND AND KG
BUSHINGS,1,2,United States Of America,BUSHINGS
BUTECH BLISS INC,1,2,,BUTECH BLISS
BUTECH BLISS INC-DR 6,1,2,,BUTECH BLISS DR 6
BUTLER TOOL,1,1,United States Of America,BUTLER TOOL
BUTTY MANUFACTURING,1,2,Canada,BUTTY MANUFACTURING
BUWAR,1,3,Poland,BUWAR
BUYING NETWORK SEATTLE,1,2,United States Of America,BUYING NETWORK SEATTLE
BUYKEN METAL PRODUCTS,1,2,United States Of America,BUYKEN METAL PRODUCTS
BV ANLAGENBAU GMBH,1,2,Germany,ANLAGENBAU
BVHT,1,2,United States Of America,BVHT
BVL SERRULAC,1,2,France,BVL SERRULAC
BVS BLECHTECHNIK,1,1,Germany,BVS BLECHTECHNIK
BWA,1,2,Argentina,BWA
BWX TECHNOLOGIES,1,1,United States Of America,BWX TECHNOLOGIES
BY MCNAIR TECHNOLOGY,1,3,Taiwan,BY MCNAIR TECHNOLOGY
BY TECH,1,1,Turkey,BY TECH
BYG,1,1,Spain,BYG
BYINGTON STEEL TREATING,1,2,United States Of America,BYINGTON STEEL TREATING
BYWER INDUSTRIES,1,2,Brazil,BYWER INDUSTRIES
Backerwoods Manufacturing,1,1,United States Of America,BACKERWOODS MANUFACTURING
Bahrs Die AND Stamping Co Inc,1,2,United States Of America,BAHRS DIE AND STAMPING
Balega Engineering (Pty) Ltd,1,1,,BALEGA ENGINEERING
Bambu,1,2,United States Of America,BAMBU
Banco Die Inc,1,1,United States Of America,BANCO DIE
Banner Metals Group,1,2,United States Of America,BANNER METALS GROUP
Banner Metals Group Inc,1,1,United States Of America,BANNER METALS GROUP
Barber Motorsports Museum,1,2,United States Of America,BARBER MOTORSPORTS MUSEUM
Barkev Engineering,1,1,,BARKEV ENGINEERING
Baron Cutting Tools Inc,1,1,United States Of America,BARON CUTTING TOOLS
Basic Carbide,1,1,United States Of America,BASIC CARBIDE
Basic Carbide Corporation,1,1,United States Of America,BASIC CARBIDE
Bates Mining Specialists (Pty) Ltd,1,1,,BATES MINING SPECIALISTS
Batesville Products Inc,1,1,United States Of America,BATESVILLE PRODUCTS
Baxter Healthcare Corp,1,2,United States Of America,BAXTER HEALTHCARE
Bay Tool & Die Maker (PTY) Ltd,1,1,,BAY TOOL DIE MAKER
Beacon Gasket and Seals,1,1,United States Of America,BEACON GASKET AND SEALS
Bearings Service Company of Pa,1,1,United States Of America,BEARINGS SERVICE OF PA
Beaumont Machine,1,2,United States Of America,BEAUMONT MACHINE
Beaumont Manufacturing and Distribution Company LLC,1,1,United States Of America,BEAUMONT MANUFACTURING AND DISTRIBUTION
Beaver Petroleum Co,1,1,United States Of America,BEAVER PETROLEUM
Beaver Valley Heat Treat,1,2,United States Of America,BEAVER VALLEY HEAT TREAT
Beaver Valley Heat Treating,1,2,United States Of America,BEAVER VALLEY HEAT TREATING
Bedford Machine and Tool,1,1,United States Of America,BEDFORD MACHINE AND TOOL
Beemer Machine,1,1,United States Of America,BEEMER MACHINE
Belgray Oil,1,1,United States Of America,BELGRAY OIL
Bellambie Mining & Industrial (Pty) Ltd,1,1,,BELLAMBIE MINING INDUSTRIAL
Belleville International,1,2,United States Of America,BELLEVILLE INTERNATIONAL
Besi Machining,1,2,United States Of America,BESI MACHINING
Bestall Engineering Trust,1,1,,BESTALL ENGINEERING TRUST
Bestway Casters AND Wheels Ltd,1,2,Canada,BESTWAY CASTERS AND WHEELS
Betek Engineering (COD),1,1,,BETEK ENGINEERING COD
Better Engineering,1,2,United States Of America,BETTER ENGINEERING
Biesse,1,2,Italy,BIESSE
Big Kevs Performance,1,1,United States Of America,BIG KEVS PERFORMANCE
Billco Manufacturing,1,2,United States Of America,BILLCO MANUFACTURING
Billet Industries,1,1,United States Of America,BILLET INDUSTRIES
Bilmar CNC,1,2,United States Of America,BILMAR CNC
Bilmar CNC Inc,1,1,,BILMAR CNC
Birmingham Fastener,1,2,United States Of America,BIRMINGHAM FASTENER
Birmingham Specialities,1,6,United Kingdom,BIRMINGHAM SPECIALITIES
Bisep Precision Engineering,1,1,,BISEP PRECISION ENGINEERING
Bitec Production Machining,1,2,United States Of America,BITEC PRODUCTION MACHINING
Black Sheep Industries (Pty) Ltd t/a The,1,1,,BLACK SHEEP INDUSTRIES T A THE
BlackHawk Industrial,1,1,United States Of America,BLACKHAWK INDUSTRIAL
Blick Tool AND Die,1,2,United States Of America,BLICK TOOL AND DIE
Brafasco Belleville,1,2,Canada,BRAFASCO BELLEVILLE
Brama Engineering cc,1,1,,BRAMA ENGINEERING CC
Brandi AND Associates,1,2,United States Of America,BRANDI AND ASSOCIATES
Brasscraft Manufacturing,1,2,,BRASSCRAFT MANUFACTURING
Bres Group/Ecocab,1,6,United Kingdom,BRES GROUP ECOCAB
Bres GroupEcocab,1,1,United States Of America,BRES GROUPECOCAB
Brevard Robotics Inc,1,1,United States Of America,BREVARD ROBOTICS
Brewbev Equipment CC,1,1,,BREWBEV EQUIPMENT CC
Brewer Machine AND Mfg Inc,1,2,United States Of America,BREWER MACHINE AND MFG
Bridgeport Mfg Inc,1,1,United States Of America,BRIDGEPORT MFG
Briggs Shaffner Company,1,3,United States Of America,BRIGGS SHAFFNER
Bronscor cc,1,1,,BRONSCOR CC
Bryan Die-Cast Products Inc.,1,1,,BRYAN DIE CAST PRODUCTS
Buffalo Pumps,1,2,United States Of America,BUFFALO PUMPS
Bunker Hill Golf Course,1,2,United States Of America,BUNKER HILL GOLF COURSE
Burke Forging and Heat Treating,1,1,United States Of America,BURKE FORGING AND HEAT TREATING
Burris Engineering Inc,1,1,United States Of America,BURRIS ENGINEERING
Butler County AVTS,1,2,United States Of America,BUTLER COUNTY AVTS
C A P INDUSTRIES,1,4,United States Of America,C A P INDUSTRIES
C AND C CHEMICAL COMPANY,1,2,United States Of America,C AND C CHEMICAL
C AND C ENGINEERING,1,2,United Kingdom,C AND C ENGINEERING
C AND G TOOL,1,2,United States Of America,C AND G TOOL
C AND H MACHINE,1,1,United States Of America,C AND H MACHINE
C AND K PRECISION ENG,1,2,United Kingdom,C AND K PRECISION ENG
C BLADE,1,2,United States Of America,C BLADE
C CHAICHANAKIJ ENGINEERING,1,1,Thailand,C CHAICHANAKIJ ENGINEERING
C E EDWARD,1,2,United Kingdom,C E EDWARD
C F M,1,2,Italy,C F M
C H HANSON,1,2,United States Of America,C H HANSON
C H OLAVERRI,1,1,Spain,C H OLAVERRI
C HALLSTRÖMS VERKSTÄDER,1,2,Sweden,C HALLSTROMS VERKSTADER
C I S L A,1,2,Italy,C I S L A
C J COAKLEY CONSTRUCTION CO,1,2,United States Of America,C J COAKLEY CONSTRUCTION
C K ENTERPRISES INC,1,2,United States Of America,C K ENTERPRISES
C L I C DIRRA CARLO,1,2,Italy,C L I C DIRRA CARLO
C M S,1,2,Japan,C M S
C O LUBRIDUERO,1,2,Spain,C O LUBRIDUERO
C R,1,1,Italy,C R
C S L DI ALESSIO MENEGATTI,1,2,Italy,C S L DI ALESSIO MENEGATTI
C T M TOMBA,1,2,Italy,C T M TOMBA
C and B TRANSFER AND STORAGE COMPANY,1,1,United States Of America,C AND B TRANSFER AND STORAGE
C.C.P. CONTACT PROBES (SHIP TO),1,1,,C C P CONTACT PROBES SHIP TO
C.K.E. & S CO,1,1,,C K E S
C.P. Precision Turning & Gen Engineering,1,1,,C P PRECISION TURNING GEN ENGINEERING
C4 WELDING,1,1,United States Of America,C4 WELDING
CA MA NO,1,4,Italy,CA MA NO
CAB CONSTRUCTION CO,1,2,United States Of America,CAB CONSTRUCTION
CAB POWDER COATING,1,2,United Kingdom,CAB POWDER COATING
CABANES INDUSTRIES,1,1,France,CABANES INDUSTRIES
CABLE CRAFT,1,1,United Kingdom,CABLE CRAFT
CABLE MACHINE SHOP,1,2,United States Of America,CABLE MACHINE SHOP
CABLECRAFT MOTION CONTROLS,1,2,United States Of America,CABLECRAFT MOTION CONTROLS
CABLES Y ALAMBRES ESPECIALES,1,2,Spain,CABLES Y ALAMBRES ESPECIALES
CADENCE GREENWOOD,1,2,United States Of America,CADENCE GREENWOOD
CADENCE NITRO WV,1,2,United States Of America,CADENCE NITRO WV
CADENCE PETRO INCE DBA HALCO,1,2,United States Of America,CADENCE PETRO INCE DBA HALCO
CADENCE STOCKMAN OIL ATHENS,1,2,United States Of America,CADENCE STOCKMAN OIL ATHENS
CADON PLATING,1,2,,CADON PLATING
CADON PLATING BILLSHIP TO,1,2,United States Of America,CADON PLATING BILLSHIP TO
CAGNONI SPA,1,2,Italy,CAGNONI
CAIRE,1,2,United States Of America,CAIRE
CAL DE CASTILLA,1,1,Spain,CAL DE CASTILLA
CAL SPRAY,1,1,United States Of America,CAL SPRAY
CAL SPRAY INC,1,2,United States Of America,CAL SPRAY
CALDERERIA URRETXU,1,1,Spain,CALDERERIA URRETXU
CALDERERiA CAVESA SL,1,2,Spain,CALDERERIA CAVESA SL
CALDEUREDERRA SL,1,2,Spain,CALDEUREDERRA SL
CALDISC GRINDING,1,2,United States Of America,CALDISC GRINDING
CALDONAZZO,1,2,Italy,CALDONAZZO
CALDWELL,1,2,United States Of America,CALDWELL
CALDWELL CASTING COMPANY,1,2,United States Of America,CALDWELL CASTING
CALEDON PRECISION,1,3,Northern Ireland,CALEDON PRECISION
CALEFFI,1,2,Italy,CALEFFI
CALENARDHON PRECISION,1,2,Australia,CALENARDHON PRECISION
CALERAS DE LISKAR,1,1,Spain,CALERAS DE LISKAR
CALHEX INDUSTRIES,1,2,Canada,CALHEX INDUSTRIES
CALI PAINT COMPANY,1,2,United States Of America,CALI PAINT
CALIBER INDUSTRIAL SUPPLY CO,1,2,Canada,CALIBER INDUSTRIAL SUPPLY
CALIFORNIA SHINGLE AND SHAKE ROHNERT PARK,1,1,United States Of America,CALIFORNIA SHINGLE AND SHAKE ROHNERT PARK
CALIFORNIA SPECIALTY PAINTING,1,3,United States Of America,CALIFORNIA SPECIALTY PAINTING
CALIFORNIAW AND KNIFE WORKS,1,4,United States Of America,CALIFORNIAW AND KNIFE WORKS
CALINSA,1,1,Spain,CALINSA
CALLEN MANUFACTURING CORP,1,2,United States Of America,CALLEN MANUFACTURING
CALLIES PERFORMANCE PRODUCTS,1,2,United States Of America,CALLIES PERFORMANCE PRODUCTS
CALLON TRAITEMENT THERMIQUE,1,2,France,CALLON TRAITEMENT THERMIQUE
CALMEC ASOCIADOS,1,2,Spain,CALMEC ASOCIADOS
CALOI,1,2,,CALOI
CALPHER,1,2,Brazil,CALPHER
CALSINA Y CARRE SL,1,2,Spain,CALSINA Y CARRE SL
CALUMET GRINDING,1,2,United States Of America,CALUMET GRINDING
CALUMITE IBERICASA,1,2,Spain,CALUMITE IBERICASA
CALYXIA,1,1,,CALYXIA
CAMACO,1,3,United States Of America,CAMACO
CAMAXSL,1,2,Spain,CAMAXSL
CAMBRE,1,1,Argentina,CAMBRE
CAMBRIDGE HEAT TREATING,1,2,Canada,CAMBRIDGE HEAT TREATING
CAMECO FUEL MANUFACTURING INC,1,2,Canada,CAMECO FUEL MANUFACTURING
CAMERON ITALY SRL,1,1,,CAMERON ITALY
CAMMELW COMPANY,1,1,United States Of America,CAMMELW
CAMMTHANE,1,1,Australia,CAMMTHANE
CAMPAGNA FRATELLI,1,2,Italy,CAMPAGNA FRATELLI
CAMPAGNO ENGINEERING,1,1,Australia,CAMPAGNO ENGINEERING
CAMPBELL FITTINGS,1,2,United States Of America,CAMPBELL FITTINGS
CAMPBELL ROOFING MAT SUPPLY,1,2,United States Of America,CAMPBELL ROOFING MAT SUPPLY
CAMPUS CRAFTS,1,2,United States Of America,CAMPUS CRAFTS
CAMSO,1,2,Canada,CAMSO
CAMTECH ENGINEERING COVENTRY,1,2,United Kingdom,CAMTECH ENGINEERING COVENTRY
CANA DATUM MOULDS ELECTRODES,1,1,Canada,CANA DATUM MOULDS ELECTRODES
CANADA ALLOY CASTINGS,1,2,Canada,CANADA ALLOY CASTINGS
CANADA COLORS AND CHEMICALS LIMITED,1,1,Canada,CANADA COLORS AND CHEMICALS
CANADA FORGINGS,1,2,Canada,CANADA FORGINGS
CANADA FORGINGS INC TRU CAN,1,2,Canada,CANADA FORGINGS TRU CAN
CANADA PERFORATING INC,1,2,Canada,CANADA PERFORATING
CANADIAN BABBIT BEARINGS,1,2,Canada,CANADIAN BABBIT BEARINGS
CANADIAN BEARINGS,1,2,Canada,CANADIAN BEARINGS
CANADIAN BEARINGS MISSISSAUGA,1,2,Canada,CANADIAN BEARINGS MISSISSAUGA
CANADIAN ENGINEERING AND TOOL,1,1,Canada,CANADIAN ENGINEERING AND TOOL
CANADIAN GUNDRILLING,1,2,Canada,CANADIAN GUNDRILLING
CANADIAN KRAFT PAPER,1,2,Canada,CANADIAN KRAFT PAPER
CANADIAN LASER CUTTING AND FABRICATION,1,2,Canada,CANADIAN LASER CUTTING AND FABRICATION
CANADIAN OVERHEAD DOOR,1,4,Canada,CANADIAN OVERHEAD DOOR
CANADIAN SPECIALTY METALS,1,2,Canada,CANADIAN SPECIALTY METALS
CANARM,1,2,Canada,CANARM
CANAVESANA TAGLI,1,1,Italy,CANAVESANA TAGLI
CANCAR BUILDING,1,2,Canada,CANCAR BUILDING
CANCOIL THERMAL CORPORATION,1,3,Canada,CANCOIL THERMAL
CANDE TURBOCHARGERS BV,1,2,Netherlands,CANDE TURBOCHARGERS
CANGZHOU HUADONG,1,2,China,CANGZHOU HUADONG
CANGZHOU XINGQIDA,1,4,China,CANGZHOU XINGQIDA
CANMEC INDUSTRIEL INC,1,2,Canada,CANMEC INDUSTRIEL
CANMEC LA BAIE,1,2,Canada,CANMEC LA BAIE
CANNON,1,2,United States Of America,CANNON
CANNON AUTOMOTIVE SOLUTIONS,1,1,Canada,CANNON AUTOMOTIVE SOLUTIONS
CANNON INDUSTRIES,1,1,United States Of America,CANNON INDUSTRIES
CANPACK US,1,2,,CANPACK US
CANPLAST,1,2,Canada,CANPLAST
CANTEC MANUFACTURING,1,2,Canada,CANTEC MANUFACTURING
CANTERA LA CURVA,1,3,Spain,CANTERA LA CURVA
CANTERA LACILLA SL,1,2,Spain,CANTERA LACILLA SL
CANTERAS APARIO,1,1,,CANTERAS APARIO
CANTERAS DE ALAIZSA,1,3,Spain,CANTERAS DE ALAIZSA
CANTERAS OSKIA,1,1,Spain,CANTERAS OSKIA
CANTERAS PENA FORUA,1,1,Spain,CANTERAS PENA FORUA
CANTIN AND FILS LTEE,1,2,Canada,CANTIN AND FILS LTEE
CANTOL,1,1,Canada,CANTOL
CANTONI,1,2,Italy,CANTONI
CANTOS PLASTICOS 2011 S COOP MADRID,1,2,Spain,CANTOS PLASTICOS 2011 S COOP MADRID
CANYON FUEL,1,2,United States Of America,CANYON FUEL
CAP GROUP,1,2,United States Of America,CAP GROUP
CAP PRODUCTS OF CANADA LIMITED,1,2,Canada,CAP PRODUCTS OF CANADA
CAPE MAY FOODS,1,2,United States Of America,CAPE MAY FOODS
CAPITAL CITY MACHINE,1,2,United States Of America,CAPITAL CITY MACHINE
CAPITAL POWER,1,2,Canada,CAPITAL POWER
CAPITAL TRISTATE,1,2,United States Of America,CAPITAL TRISTATE
CAPITOL COMPANY,1,1,United States Of America,CAPITOL
CAPITOL STAMPINGS,1,1,United States Of America,CAPITOL STAMPINGS
CAPITOL TOOL AND MANUFACTURING,1,2,United States Of America,CAPITOL TOOL AND MANUFACTURING
CAPRAL ALUMINIUM,1,2,Australia,CAPRAL ALUMINIUM
CAR,1,1,Italy,CAR
CARAN PRECISION,1,2,United States Of America,CARAN PRECISION
CARAN PRECISION ENG MFG,1,2,United States Of America,CARAN PRECISION ENG MFG
CARAUSTAR SUMMER INDUSTRIES,1,1,United States Of America,CARAUSTAR SUMMER INDUSTRIES
CARBAUGH TOOL COMPANY,1,2,United States Of America,CARBAUGH TOOL
CARBITOOL MOORABBIN,1,2,,CARBITOOL MOORABBIN
CARBOCLORO,1,2,Brazil,CARBOCLORO
CARBON VIETNAM,1,1,Viet Nam,CARBON VIETNAM
CARBOT,1,2,Poland,CARBOT
CARBOTAINER,1,1,United States Of America,CARBOTAINER
CARCO,1,3,Italy,CARCO
CARD-MONROE CORPORATION JACKSON FACILITY,1,2,,CARD MONROE JACKSON FACILITY
CARDINAL MACHINE,1,1,United States Of America,CARDINAL MACHINE
CARDINAL MANUFACTURING,1,2,United States Of America,CARDINAL MANUFACTURING
CARDINAL MANUFACTURING CO,1,1,United States Of America,CARDINAL MANUFACTURING
CARDINAL SCALE MFG CO,1,1,United States Of America,CARDINAL SCALE MFG
CARDLEY,1,2,United Kingdom,CARDLEY
CAREFUSION,1,2,United States Of America,CAREFUSION
CAREY GLASS INTERNATIONAL,1,2,Ireland,CAREY GLASS INTERNATIONAL
CARFI,1,3,Italy,CARFI
CARIN,1,1,Argentina,CARIN
CARIN PUNTANA SA,1,2,Argentina,CARIN PUNTANA
CARL JACOBS,1,2,Germany,CARL JACOBS
CARL REINER,1,2,United States Of America,CARL REINER
CARLIER BRYAN,1,1,United States Of America,CARLIER BRYAN
CARLING TECHNOLOGIES,1,2,United States Of America,CARLING TECHNOLOGIES
CARLISLE BARKE AND FRICTION,1,2,United States Of America,CARLISLE BARKE AND FRICTION
CARLISLE IT,1,1,United States Of America,CARLISLE IT
CARLISLE TRISTAR,1,2,United States Of America,CARLISLE TRISTAR
CARLO BAZZI SRL,1,2,Italy,CARLO BAZZI
CARLO NOBILI,1,2,Italy,CARLO NOBILI
CARLSON BRAD E,1,1,United States Of America,CARLSON BRAD E
CARLSON SALES COMPANY,1,2,United States Of America,CARLSON SALES
CARMEUSE LIME AND STONE,1,2,United States Of America,CARMEUSE LIME AND STONE
CARMEUSE LIME and STONE INC,1,2,United States Of America,CARMEUSE LIME AND STONE
CARMINATI DOMENICO,1,2,Italy,CARMINATI DOMENICO
CARNES MICHAEL,1,1,United States Of America,CARNES MICHAEL
CARNEVALI AND BACILIERI,1,1,Italy,CARNEVALI AND BACILIERI
CARNICAS AQUILINO,1,2,Spain,CARNICAS AQUILINO
CARNICAS BIDEA,1,2,Spain,CARNICAS BIDEA
CAROLINA CARPORTS INC,1,2,United States Of America,CAROLINA CARPORTS
CAROLINA MACHINE AND TOOL,1,2,United States Of America,CAROLINA MACHINE AND TOOL
CAROLINA MECHANICAL SERVICES,1,2,United States Of America,CAROLINA MECHANICAL SERVICES
CAROLINA POWER AND LIGHT,1,2,United States Of America,CAROLINA POWER AND LIGHT
CAROLINA PRECISION,1,2,United States Of America,CAROLINA PRECISION
CAROLINA PRECISION MANUFACTURING,1,2,United States Of America,CAROLINA PRECISION MANUFACTURING
CARONDELET METAL TECHQADV,1,3,United States Of America,CARONDELET METAL TECHQADV
CARPATHIAN INDUSTRIES,1,2,United States Of America,CARPATHIAN INDUSTRIES
CARPENTER,1,2,United States Of America,CARPENTER
CARPENTER CANADA,1,2,Canada,CARPENTER CANADA
