Entity_1,Representative_1,Members_1,Countries_1,Ship_To_1,Entity_2,Representative_2,Members_2,Countries_2,Ship_To_2,Confidence,Combined_Name_Length,Ratio,Partial_Ratio,Token_Sort,Token_Set,Total_Ship_To
E001970,BIRMINGHAM FASTENER AND SUPPLY,BIRMINGHAM FASTENER AND SUPPLY,United States Of America,2,E005864,BIRMINGHAM FASTENER,Birmingham Fastener,United States Of America,1,Medium,49,77.6,100.0,77.6,100.0,3
E010373,JACOB GREY PRECISION MACHINING,JACOB GREY PRECISION MACHINING,United States Of America,1,E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,Medium,49,77.6,100.0,77.6,100.0,3
E000303,EXTRUSIONS,EXTRUSIONS | EXTRUSIONS INC,United States Of America,2,E016771,TOWER EXTRUSIONS,TOWER EXTRUSIONS,United States Of America,1,Medium,26,76.9,100.0,76.9,100.0,3
E002513,G C FULLER MANUFACTURING,G C FULLER MANUFACTURING CO,United States Of America,2,E008669,G MANUFACTURING,G MANUFACTURING,United States Of America,1,Medium,39,76.9,96.6,76.9,100.0,3
E002590,GROUP,GROUP,United States Of America,2,E004327,AE GROUP,AE GROUP,Germany,1,Medium,13,76.9,100.0,76.9,100.0,3
E002590,GROUP,GROUP,United States Of America,2,E014671,RG GROUP,RG GROUP,United States Of America,1,Medium,13,76.9,100.0,76.9,100.0,3
E002590,GROUP,GROUP,United States Of America,2,E015771,SP GROUP,SP GROUP,Singapore,1,Medium,13,76.9,100.0,76.9,100.0,3
E003990,WM PRESS,WM PRESS,United States Of America,2,E014053,PRESS,PRESS,Poland,1,Medium,13,76.9,100.0,76.9,100.0,3
E016927,TROY DESIGN AND MANUFACTURING,TROY DESIGN and MANUFACTURING CO,United States Of America,1,E000529,TROY MANUFACTURING,TROY MANUFACTURING COMPANY | Troy Manufacturing Company Inc,United States Of America,2,Medium,47,76.6,87.5,76.6,100.0,3
E000273,D AND F SCREW,D AND F SCREW | D and F Screw,United States Of America,2,E006942,D AND F SCREW MACHINE,D AND F Screw Machine,United States Of America,1,Medium,34,76.5,100.0,76.5,100.0,3
E002476,FOSHAN HUAXIN,FOSHAN HUAXIN,China,2,E008500,FOSHAN HUAXIN SHIP MW,FOSHAN HUAXIN SHIP MW,China,1,Medium,34,76.5,100.0,76.5,100.0,3
E005755,BRUNNER WIRE PRODUCTS,BRUNNER WIRE PRODUCTS,United States Of America,1,E000556,WIRE PRODUCTS,Wire Products | Wire Products Co,United States Of America,2,Medium,34,76.5,100.0,76.5,100.0,3
E011619,LWM PRECISION MACHINING AND MFG,LWM PRECISION MACHINING AND MFG,United States Of America,1,E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,Medium,50,76.0,100.0,76.0,100.0,3
E003454,RIO GALINDO,RIO GALINDO,Spain,2,E014730,RIO GALINDO VERKOL,RIO GALINDO VERKOL,Spain,1,Medium,29,75.9,100.0,75.9,100.0,3
E003718,SUMINISTROS GORBEA,SUMINISTROS GORBEA,Spain,2,E016023,SUMINISTROS,SUMINISTROS,,1,Medium,29,75.9,100.0,75.9,100.0,3
E001904,B F E,B F E,United States Of America,2,E005246,B F,B F,United States Of America,1,Medium,8,75.0,100.0,75.0,100.0,3
E002099,CHANGZHOU YUNKE,CHANGZHOU YUNKE,China,2,E006266,CHANGZHOU YUNKE MACHINERY,CHANGZHOU YUNKE MACHINERY,China,1,Medium,40,75.0,100.0,75.0,100.0,3
E002415,FAR,FAR,Italy,2,E008222,FAR 2,FAR 2,Italy,1,Medium,8,75.0,100.0,75.0,100.0,3
E002514,G R C,G R C,Italy,2,E014422,R C,R C,United States Of America,1,Medium,8,75.0,100.0,75.0,100.0,3
E003168,NISSEI,NISSEI CORPORATION,Japan,2,E012985,NISSEI ASB,NISSEI ASB,Japan,1,Medium,16,75.0,100.0,75.0,100.0,3
E003397,QUALITY MOLD AND DIE,Quality Mold and Die,United States Of America,2,E014373,QUALITY MOLD,QUALITY MOLD,Canada,1,Medium,32,75.0,100.0,75.0,100.0,3
E003499,S K M TECH,S K M TECH,Thailand,2,E011668,M TECH,M TECH,United States Of America,1,Medium,16,75.0,100.0,75.0,100.0,3
E003801,TERRA UNIVERSAL,TERRA UNIVERSAL,United States Of America,2,E017161,UNIVERSAL,UNIVERSAL,United States Of America,1,Medium,24,75.0,100.0,75.0,100.0,3
E008864,GIMOS MECCANICA,GIMOS MECCANICA,Italy,1,E003009,MECCANICA,MECCANICA,Italy,2,Medium,24,75.0,100.0,75.0,100.0,3
E010326,ISPAT MACHINING,Ispat Machining,India,1,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,24,75.0,100.0,75.0,100.0,3
E011381,LIGUR MECCANICA,LIGUR MECCANICA,Italy,1,E003009,MECCANICA,MECCANICA,Italy,2,Medium,24,75.0,100.0,75.0,100.0,3
E014397,QUEST MACHINING,QUEST MACHINING,United States Of America,1,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,24,75.0,100.0,75.0,100.0,3
E000526,TRICO MACHINE PRODUCTS,TRICO MACHINE PRODUCTS | Trico Machine Products,United States Of America,2,E016876,TRICO MACHINE,TRICO MACHINE,United States Of America,1,Medium,35,74.3,100.0,74.3,100.0,3
E001934,BEIJING RUIDA HONGYUAN,BEIJING RUIDA HONGYUAN,China,2,E005385,BEIJING RUIDA,BEIJING RUIDA,China,1,Medium,35,74.3,100.0,74.3,100.0,3
E002498,FUJIAN TIANFU CHEMICAL,FUJIAN TIANFU CHEMICAL,China,2,E008573,FUJIAN TIANFU,FUJIAN TIANFU,China,1,Medium,35,74.3,100.0,74.3,100.0,3
E000303,EXTRUSIONS,EXTRUSIONS | EXTRUSIONS INC,United States Of America,2,E007752,ELIXIR EXTRUSIONS,ELIXIR EXTRUSIONS,United States Of America,1,Medium,27,74.1,100.0,74.1,100.0,3
E000438,PRECISION WELDING,PRECISION WELDING | Precision Welding,United States Of America,2,E014006,PRECISION MACHINE AND WELDING,PRECISION MACHINE AND WELDING INC,,1,Medium,46,73.9,74.1,73.9,100.0,3
E003364,PRO CNC,PRO CNC,United States Of America,2,E014105,PRO TECH CNC,PRO TECH CNC,United States Of America,1,Medium,19,73.7,72.7,73.7,100.0,3
E003445,REYNOLDS MACHINERY,REYNOLDS MACHINERY,United States Of America,2,E014666,REYNOLDS TRANSMISSION MACHINERY,REYNOLDS TRANSMISSION MACHINERY,China,1,Medium,49,73.5,75.9,73.5,100.0,3
E003933,VALOTTO METALURGICA,Valotto Metalurgica,Argentina,2,E004370,METALURGICA,AG METALURGICA,Spain,1,Medium,30,73.3,100.0,73.3,100.0,3
E003587,SHINE PRECISION INDUSTRIES,SHINE PRECISION INDUSTRIES,Australia,2,E015493,SHINE PRECISION,SHINE PRECISION,,1,Medium,41,73.2,100.0,73.2,100.0,3
E001881,ATELIERS TOFER,ATELIERS TOFER,France,2,E005028,ATELIERS,ATELIERS,France,1,Medium,22,72.7,100.0,72.7,100.0,3
E002357,ENTEGRIS,ENTEGRIS,United States Of America,2,E007883,ENTEGRIS KOREA,ENTEGRIS KOREA,,1,Medium,22,72.7,100.0,72.7,100.0,3
E002868,LAME,LAME,Italy,2,E007401,DS LAME,DS LAME,Italy,1,Medium,11,72.7,100.0,72.7,100.0,3
E003946,WANXIANG GROUP,WANXIANG GROUP,China,2,E017570,WANXIANG,WANXIANG,United States Of America,1,Medium,22,72.7,100.0,72.7,100.0,3
E014377,QUALITY PRODUCTS AND MACHINE,QUALITY PRODUCTS AND MACHINE,United States Of America,1,E000450,QUALITY PRODUCTS,QUALITY PRODUCTS | Quality Products,United States Of America,2,Medium,44,72.7,100.0,72.7,100.0,3
E003833,TOWNLEY ENGINEERING AND MANUFACTURING,TOWNLEY ENGINEERING AND MANUFACTURING,United States Of America,2,E017052,TOWNLEY MANUFACTURING,Townley Manufacturing Co,United States Of America,1,Medium,58,72.4,81.1,72.4,100.0,3
E007459,DXP NATIONAL PROCESS EQUIPMENT,DXP NATIONAL PROCESS EQUIPMENT,Canada,1,E003365,PROCESS EQUIPMENT,PROCESS EQUIPMENT,United States Of America,2,Medium,47,72.3,100.0,72.3,100.0,3
E002207,CUTTING EDGE TOOLS,CUTTING EDGE TOOLS,Canada,2,E007607,EDGE CUTTING TOOLS,EDGE CUTTING TOOLS,India,1,Medium,36,72.2,83.9,100.0,100.0,3
E002400,EUCLID UNIVERSAL,Euclid Universal,United States Of America,2,E017161,UNIVERSAL,UNIVERSAL,United States Of America,1,Medium,25,72.0,100.0,72.0,100.0,3
E003884,UNIVERSAL ROBOTS,UNIVERSAL ROBOTS,Denmark,2,E017161,UNIVERSAL,UNIVERSAL,United States Of America,1,Medium,25,72.0,100.0,72.0,100.0,3
E010853,KELLEY MACHINING,KELLEY MACHINING INC,United States Of America,1,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,25,72.0,100.0,72.0,100.0,3
E017291,VALLEY MACHINING,VALLEY MACHINING CO,United States Of America,1,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,25,72.0,100.0,72.0,100.0,3
E017508,VULCAN MACHINING,VULCAN MACHINING,United States Of America,1,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,25,72.0,100.0,72.0,100.0,3
E000303,EXTRUSIONS,EXTRUSIONS | EXTRUSIONS INC,United States Of America,2,E014145,PROFILE EXTRUSIONS,PROFILE EXTRUSIONS,United States Of America,1,Medium,28,71.4,100.0,71.4,100.0,3
E000303,EXTRUSIONS,EXTRUSIONS | EXTRUSIONS INC,United States Of America,2,E017675,WESTERN EXTRUSIONS,WESTERN EXTRUSIONS,United States Of America,1,Medium,28,71.4,100.0,71.4,100.0,3
E000476,SERVICE MACHINE SPECIALTIES,SERVICE MACHINE SPECIALTIES | Service Machine Specialties,United States Of America,2,E015308,SERVICE MACHINE,SERVICE MACHINE COMPANY,United States Of America,1,Medium,42,71.4,100.0,71.4,100.0,3
E005568,BLT GROUP,BLT GROUP,United Kingdom,1,E002590,GROUP,GROUP,United States Of America,2,Medium,14,71.4,100.0,71.4,100.0,3
E013492,PACIFIC PRECISION FORGING 88 88,PACIFIC PRECISION FORGING (88/88),,1,E003342,PRECISION FORGING,PRECISION FORGING,United States Of America,2,Medium,48,70.8,100.0,70.8,100.0,3
E000340,JACOBS,JACOBS | JACOBS CORPORATION,United States Of America,2,E006043,CARL JACOBS,CARL JACOBS,Germany,1,Medium,17,70.6,100.0,70.6,100.0,3
E002976,MATRIX,MATRIX,Spain,2,E012691,MATRIX TOOL,Matrix Tool,United States Of America,1,Medium,17,70.6,100.0,70.6,100.0,3
E003942,WALTER,WALTER,Germany,2,E017553,WALTER PACK,WALTER PACK,Spain,1,Medium,17,70.6,100.0,70.6,100.0,3
E003341,PRECISION ENGINEERED PRODUCTS GROUP,PRECISION ENGINEERED PRODUCTS GROUP,United States Of America,2,E007857,ENGINEERED PRODUCTS,ENGINEERED PRODUCTS,United States Of America,1,Medium,54,70.4,100.0,70.4,100.0,3
E000271,CUSTOM DESIGN COMPONENTS,CUSTOM DESIGN COMPONENTS | Custom Design Components,United States Of America,2,E006838,CUSTOM DESIGN,CUSTOM DESIGN,United States Of America,1,Medium,37,70.3,100.0,70.3,100.0,3
E002071,CASCADE,CASCADE,United States Of America,2,E006094,CASCADE DARRA,CASCADE DARRA,,1,Medium,20,70.0,100.0,70.0,100.0,3
E003230,ONTARIO,ONTARIO,Canada,2,E013461,ONTARIO POWER,Ontario Power PLC,Canada,1,Medium,20,70.0,100.0,70.0,100.0,3
E003251,OWENS CORNING,OWENS CORNING,United States Of America,2,E006717,CORNING,CORNING,United States Of America,1,Medium,20,70.0,100.0,70.0,100.0,3
E017506,VSR INDUSTRIES BILLSHIP TO,VSR INDUSTRIES BILLSHIP TO,United States Of America,1,E003930,VSR INDUSTRIES,VSR INDUSTRIES,United States Of America,2,Medium,40,70.0,100.0,70.0,100.0,3
E000391,MIDLANDS TOOLING SYSTEMS,MIDLANDS TOOLING SYSTEMS INC | Midlands Tooling Systems Inc,United States Of America,2,E012342,MIDANDS TOOLING SYSTEMS,MIDANDS TOOLING SYSTEMS,United States Of America,1,Medium,47,97.9,95.7,97.9,97.9,3
E000252,CASTOOL TOOLING SYSTEMS,CASTOOL TOOLING SYSTEMS | Castool Tooling Systems,Canada,2,E006112,CASTOOL TOOLING SYSTEM,CASTOOL TOOLING SYSTEM,Canada,1,Medium,45,97.8,100.0,97.8,97.8,3
E000277,DAUPHIN PRECISION TOOL,DAUPHIN PRECISION TOOL | DAUPHIN PRECISION TOOL LLC,United States Of America,2,E007042,DAUPHIN PRECISION TOOLS,DAUPHIN PRECISION TOOLS,United States Of America,1,Medium,45,97.8,100.0,97.8,97.8,3
E002775,IWIS DRIVE SYSTEMS,IWIS DRIVE SYSTEMS,Germany,2,E010289,IWIS DRIVE SYSTEM,IWIS Drive System,United States Of America,1,Medium,35,97.1,100.0,97.1,97.1,3
E002988,MC MANUFACTURING,MC MANUFACTURING,Canada,2,E011999,MC3 MANUFACTURING,MC3 MANUFACTURING,Canada,1,Medium,33,97.0,93.8,97.0,97.0,3
E002988,MC MANUFACTURING,MC MANUFACTURING,Canada,2,E012464,MKC MANUFACTURING,MKC MANUFACTURING,United States Of America,1,Medium,33,97.0,96.8,97.0,97.0,3
E000504,TAURUS STAMPING,TAURUS STAMPING INC | Taurus Stamping,Canada,2,E016368,TAURUS STAMPINGS,TAURUS STAMPINGS,Canada,1,Medium,31,96.8,100.0,96.8,96.8,3
E002298,DUBOIS CHEMICAL,DUBOIS CHEMICAL,United States Of America,2,E007414,DUBOIS CHEMICALS,DUBOIS CHEMICALS INC,United States Of America,1,Medium,31,96.8,100.0,96.8,96.8,3
E000207,AE BLAKE SALES,AE BLAKE SALES | AE BLAKE SALES LTD,Canada | United States Of America,2,E004099,A E BLAKE SALES,A.E. BLAKE SALES,United States Of America,1,Medium,29,96.6,96.3,89.7,96.6,3
E002546,GEORGIAPACIFIC,GEORGIAPACIFIC,Canada,2,E008814,GEORGIA PACIFIC,GEORGIA PACIFIC CORP,United States Of America,1,Medium,29,96.6,92.9,96.6,96.6,3
E002973,MASTER PRODUCTS,MASTER PRODUCTS,United States Of America,2,E011939,MATER PRODUCTS,MATER PRODUCTS,United States Of America,1,Medium,29,96.6,92.9,96.6,96.6,3
E003343,PRECISION GEARS,PRECISION GEARS,United States Of America,2,E014002,PRECISION GEAR,PRECISION GEAR,United States Of America,1,Medium,29,96.6,100.0,96.6,96.6,3
E000259,CLARKDIETRICH,CLARKDIETRICH | ClarkDietrich,United States Of America,2,E006907,CLARK DIETRICH,Clark Dietrich,United States Of America,1,Medium,27,96.3,92.3,96.3,96.3,3
E001782,AK INDUSTRIES,AK INDUSTRIES,United States Of America,2,E004223,ACK INDUSTRIES,ACK INDUSTRIES,United States Of America,1,Medium,27,96.3,96.0,96.3,96.3,3
E001892,AUTODISTRIBUCIONES RUESCAS,AUTODISTRIBUCIONES RUESCAS,Spain,2,E005096,AUTODISTRIBUCIONES RUESCASSL,AUTODISTRIBUCIONES RUESCASSL,Spain,1,Medium,54,96.3,100.0,96.3,96.3,3
E002723,IMP IND METALLI PRESSOFUSI,IMP IND METALLI PRESSOFUSI SRL,Italy,2,E009874,I M P IND METALLI PRESSOFUSI,I M P IND METALLI PRESSOFUSI,,1,Medium,54,96.3,96.2,88.9,96.3,3
E002887,LES INDUSTRIES,LES INDUSTRIES,Canada,2,E011533,LS INDUSTRIES,LS INDUSTRIES,United States Of America,1,Medium,27,96.3,96.0,96.3,96.3,3
E003517,SANDEN MACHINE,SANDEN MACHINE,Canada,2,E015073,SANDE MACHINE,SANDE MACHINE,United States Of America,1,Medium,27,96.3,92.3,96.3,96.3,3
E004071,A AND A MACHINE AND FABRICATION,A AND A MACHINE AND FABRICATION,United States Of America,1,E000500,STULLS MACHINE AND FABRICATION,STULLS MACHINE AND FABRICATION | Stulls Machine and Fabrication,United States Of America,2,Medium,61,78.7,88.9,75.4,95.8,3
E002987,MB USINAGEM,MB USINAGEM,Brazil,2,E011675,MAB USINAGEM,MAB USINAGEM,Brazil,1,Medium,23,95.7,95.2,95.7,95.7,3
E002083,CENTRAL TOOL ROOM AND TRAINING CENTRE MWI,CENTRAL TOOL ROOM AND TRAINING CENTRE MWI,,2,E006189,CENTRAL TOOL ROOM TRAINING CENTRE MW,CENTRAL TOOL ROOM & TRAINING CENTRE MW,,1,Medium,77,93.5,88.9,93.5,95.7,3
E000428,PETERSON HEAT TREATING,PETERSON HEAT TREATING | Peterson Heat Treating,United States Of America,2,E013716,PETERS HEAT TREATING,PETERS HEAT TREATING,United States Of America,1,Medium,42,95.2,90.0,95.2,95.2,3
E001761,AEROMETALS,AEROMETALS,United States Of America,2,E004336,AERO METALS,AERO METALS,United States Of America,1,Medium,21,95.2,90.0,95.2,95.2,3
E002336,ELETROPOLL,ELETROPOLL,Brazil,2,E007718,ELECTROPOLL,ELECTROPOLL,Brazil,1,Medium,21,95.2,90.0,95.2,95.2,3
E003269,PART SOURCE,PART SOURCE,United States Of America,2,E013582,PARTSOURCE,PARTSOURCE,United States Of America,1,Medium,21,95.2,90.0,95.2,95.2,3
E002324,EDWARDS LIFE SCIENCES,EDWARDS LIFE SCIENCES,United States Of America,2,E007634,EDWARDS LIFESCIENCE,EDWARDS LIFESCIENCE,United Kingdom,1,Medium,40,95.0,94.7,95.0,95.0,3
E010339,J H BENNETT,J H BENNETT & CO,,1,E010340,J H BENNETT AND,J H BENNETT AND CO,United States Of America,1,Medium,26,84.6,100.0,84.6,100.0,2
E010059,INDUSTRIAL PRODUCTS,INDUSTRIAL PRODUCTS CO LLC,United States Of America,1,E017274,VACUUM INDUSTRIAL PRODUCTS,VACUUM INDUSTRIAL PRODUCTS,United States Of America,1,Medium,45,84.4,100.0,84.4,100.0,2
E013999,PRECISION FINISHING,PRECISION FINISHING,United States Of America,1,E014025,PRECISION VALLEY FINISHING,PRECISION VALLEY FINISHING,United States Of America,1,Medium,45,84.4,71.0,84.4,100.0,2
E009785,HYDRALID,HYDRALID,Sweden,1,E009786,HYDRALID AB,HYDRALID AB,Sweden,1,Medium,19,84.2,100.0,84.2,100.0,2
E011568,LUCCHINI,LUCCHINI,Italy,1,E011569,LUCCHINI RS,LUCCHINI RS,,1,Medium,19,84.2,100.0,84.2,100.0,2
E005421,BENNETT HEAT TREATING,BENNETT HEAT TREATING,United States Of America,1,E005422,BENNETT HEAT TREATING BRAZING,BENNETT HEAT TREATING BRAZING CO,United States Of America,1,Medium,50,84.0,100.0,84.0,100.0,2
E006064,CAROLINA PRECISION MANUFACTURING,CAROLINA PRECISION MANUFACTURING,United States Of America,1,E014010,PRECISION MANUFACTURING,PRECISION MANUFACTURING,Thailand,1,Medium,55,83.6,100.0,83.6,100.0,2
E005905,C O LUBRIDUERO,C O LUBRIDUERO,Spain,1,E011560,LUBRIDUERO,LUBRIDUERO,Spain,1,Medium,24,83.3,100.0,83.3,100.0,2
E012208,METAL TECH,METAL TECH,Northern Ireland,1,E012209,METAL TECH MFG,METAL TECH MFG CO,,1,Medium,24,83.3,100.0,83.3,100.0,2
E013674,PENTAIR FLOW TECHNOLOGIES BLACKHAWK,PENTAIR FLOW TECHNOLOGIES CO BLACKHAWK,United States Of America,1,E013675,PENTAIR FLOW TECHNOLOGIES,PENTAIR FLOW TECHNOLOGIES LLC,,1,Medium,60,83.3,100.0,83.3,100.0,2
E015446,SHAW INDUSTRIES,SHAW INDUSTRIES,United States Of America,1,E016186,SHAW ALMEX INDUSTRIES,Shaw Almex Industries Ltd,Canada,1,Medium,36,83.3,84.6,83.3,100.0,2
E015719,SOMASCHINI,SOMASCHINI,Italy,1,E015720,SOMASCHINI LOI,SOMASCHINI SPA LOI,Italy,1,Medium,24,83.3,100.0,83.3,100.0,2
E004613,ALUMINIO DE BAJA CALIFORNIA,ALUMINIO DE BAJA CALIFORNIA,Mexico,1,E013117,NU ALUMINIO DE BAJA CALIFORNIA MONFERR,NU-ALUMINIO DE BAJA CALIFORNIA - MONFERR,,1,Medium,65,83.1,100.0,83.1,100.0,2
E015408,SHANGHAI TONGZHONG THERMAL TECHNOLOGY,SHANGHAI TONGZHONG THERMAL TECHNOLOGY,China,1,E016185,SHANGHAI TONGZHONG THERMAL TECHNOLOGY TAICANG BRANCH,Shanghai Tongzhong Thermal Technology Co Ltd Taicang Branch,China,1,Medium,89,83.1,100.0,83.1,100.0,2
E005980,CANADIAN BABBIT BEARINGS,CANADIAN BABBIT BEARINGS,Canada,1,E005981,CANADIAN BEARINGS,CANADIAN BEARINGS,Canada,1,Medium,41,82.9,78.6,82.9,100.0,2
E007140,DENNIS JONES ENGINEERING,DENNIS JONES ENGINEERING,Australia,1,E010627,JONES ENGINEERING,JONES ENGINEERING,United States Of America,1,Medium,41,82.9,100.0,82.9,100.0,2
E014487,RAPID PERFORATING,RAPID PERFORATING,Australia,1,E014488,RAPID PERFORATING EPPING,RAPID PERFORATING EPPING,,1,Medium,41,82.9,100.0,82.9,100.0,2
E005579,BLUESKY MAST,BLUESKY MAST,United States Of America,1,E005580,BLUESKY MAST INCH,BLUESKY MAST INCH,United States Of America,1,Medium,29,82.8,100.0,82.8,100.0,2
E014968,RISK PREMIUM EMEA,Risk Premium EMEA,,1,E014971,RISK PREMIUM,Risk Premium SA,,1,Medium,29,82.8,100.0,82.8,100.0,2
E010059,INDUSTRIAL PRODUCTS,INDUSTRIAL PRODUCTS CO LLC,United States Of America,1,E011660,M AND G INDUSTRIAL PRODUCTS,M AND G INDUSTRIAL PRODUCTS LLC,United States Of America,1,Medium,46,82.6,100.0,82.6,100.0,2
E006420,CLA VAL,CLA VAL,United States Of America,1,E006421,CLA VAL CM,CLA VAL CM,United States Of America,1,Medium,17,82.4,100.0,82.4,100.0,2
E010523,JIANGXI COPPER,JIANGXI COPPER,China,1,E010524,JIANGXI COPPER GROUP,JIANGXI COPPER GROUP,China,1,Medium,34,82.4,100.0,82.4,100.0,2
E017871,WUXI TUOZHILAN,WUXI TUOZHILAN,,1,E017872,WUXI TUOZHILAN PAINT,WUXI TUOZHILAN PAINT,China,1,Medium,34,82.4,100.0,82.4,100.0,2
E018020,YU MING INDUSTRIAL,YU MING INDUSTRIAL,Taiwan,1,E018021,YU YU INDUSTRIAL,YU YU INDUSTRIAL CO,Taiwan,1,Medium,34,82.4,81.5,82.4,100.0,2
E009326,HARCON PRECISION METALS,HARCON PRECISION METALS,United States Of America,1,E014011,PRECISION METALS,PRECISION METALS,United States Of America,1,Medium,39,82.1,100.0,82.1,100.0,2
E010329,J AND C TOOL AND DIE,J AND C TOOL AND DIE,Canada,1,E010355,J C TOOL AND DIE CC,J&C Tool and Die cc,,1,Medium,39,82.1,88.2,87.2,100.0,2
E014018,PRECISION SEALS AND MANUFACTURING,PRECISION SEALS AND MANUFACTURING,United States Of America,1,E014010,PRECISION MANUFACTURING,PRECISION MANUFACTURING,Thailand,1,Medium,56,82.1,76.9,82.1,100.0,2
E008480,FORMULA INDUSTRIES,FORMULA INDUSTRIES,Thailand,1,E008481,FORMULA INDUSTRIES BANGKOK,FORMULA INDUSTRIES BANGKOK,Thailand,1,Medium,44,81.8,100.0,81.8,100.0,2
E015574,SINOPEC PETROLEUM ENGINEERING MACHINERY,SINOPEC PETROLEUM ENGINEERING MACHINERY,China,1,E015575,SINOPEC PETROLEUM MACHINERY,SINOPEC PETROLEUM MACHINERY,China,1,Medium,66,81.8,83.0,81.8,100.0,2
E007262,DINKI DI ENGINEERING,DINKI DI ENGINEERING,Australia,1,E007263,DINKI DI ENGINEERING LONSDALE,DINKI DI ENGINEERING LONSDALE,,1,Medium,49,81.6,100.0,81.6,100.0,2
E010062,INDUSTRIAL SOLUTIONS,INDUSTRIAL SOLUTIONS,United States Of America,1,E012786,NANOTECH INDUSTRIAL SOLUTIONS,NANOTECH INDUSTRIAL SOLUTIONS,United States Of America,1,Medium,49,81.6,100.0,81.6,100.0,2
E014841,ROOFING SUPPLY GROUP,ROOFING SUPPLY GROUP,United States Of America,1,E014842,ROOFING SUPPLY GROUP PINELLAS,ROOFING SUPPLY GROUP PINELLAS,United States Of America,1,Medium,49,81.6,100.0,81.6,100.0,2
E004370,METALURGICA,AG METALURGICA,Spain,1,E012247,METALURGICA HAME,METALURGICA HAME,Brazil,1,Medium,27,81.5,100.0,81.5,100.0,2
E004900,ARIM COMPONENTES,ARIM COMPONENTES,Brazil,1,E006588,COMPONENTES,COMPONENTES,Spain,1,Medium,27,81.5,100.0,81.5,100.0,2
E007697,ELECTRIC MOTOR SALES AND SERVICE,ELECTRIC MOTOR SALES AND SERVICE,United States Of America,1,E007698,ELECTRIC MOTOR SERVICE,ELECTRIC MOTOR SERVICE,Canada,1,Medium,54,81.5,84.2,81.5,100.0,2
E008406,FLUID POWER,FLUID POWER,United States Of America,1,E010877,KENT FLUID POWER,KENT FLUID POWER,United States Of America,1,Medium,27,81.5,100.0,81.5,100.0,2
E009683,HOYA OPTICS,HOYA OPTICS,Japan,1,E009856,HOYA HILL OPTICS,Hoya Hill Optics SA Pty Ltd,South Africa,1,Medium,27,81.5,77.8,81.5,100.0,2
E009356,HARRY MAJOR MACHINE,HARRY MAJOR MACHINE,United States Of America,1,E011760,MAJOR MACHINE,MAJOR MACHINE,United States Of America,1,Medium,32,81.2,100.0,81.2,100.0,2
E014001,PRECISION FRAMING SYSTEMS,PRECISION FRAMING SYSTEMS,United States Of America,1,E014021,PRECISION SYSTEMS,PRECISION SYSTEMS,United States Of America,1,Medium,42,81.0,74.1,81.0,100.0,2
E017729,WHITTLE AND NEHER,WHITTLE AND NEHER COMPANY,United States Of America,1,E017897,WHITTLE AND NEHER SYSTEMS,Whittle AND Neher Systems,United States Of America,1,Medium,42,81.0,100.0,81.0,100.0,2
E005044,ATLANTIC ENGINEERED PRODUCTS,ATLANTIC ENGINEERED PRODUCTS,United States Of America,1,E007857,ENGINEERED PRODUCTS,ENGINEERED PRODUCTS,United States Of America,1,Medium,47,80.9,100.0,80.9,100.0,2
E009356,HARRY MAJOR MACHINE,HARRY MAJOR MACHINE,United States Of America,1,E009357,HARRY MAJOR MACHINE AND TOOL,HARRY MAJOR MACHINE AND TOOL,United States Of America,1,Medium,47,80.9,100.0,80.9,100.0,2
E014041,PREMIER DIE CASTING,PREMIER DIE CASTING,United States Of America,1,E014048,PREMIER TOOL AND DIE CASTING,PREMIER TOOL AND DIE CASTING CORP,United States Of America,1,Medium,47,80.9,77.4,80.9,100.0,2
E004352,AEROTECH,AEROTECH,United States Of America,1,E007060,DCI AEROTECH,DCI AEROTECH,United States Of America,1,Medium,20,80.0,100.0,80.0,100.0,2
E005424,BENNETT TOOL AND DIE,BENNETT TOOL AND DIE,United States Of America,1,E005425,BENNETT TOOL AND DIE DBA AANDE,BENNETT TOOL AND DIE DBA AANDE,United States Of America,1,Medium,50,80.0,100.0,80.0,100.0,2
E005766,BSANDB SAFETY SYSTEMS,BSANDB SAFETY SYSTEMS,United States Of America,1,E015029,SAFETY SYSTEMS,SAFETY SYSTEMS,United Kingdom,1,Medium,35,80.0,100.0,80.0,100.0,2
E006109,CASTINGS,CASTINGS,United Kingdom,1,E012606,MRT CASTINGS,MRT CASTINGS,United Kingdom,1,Medium,20,80.0,100.0,80.0,100.0,2
E008151,F E ROBINSON,F E ROBINSON,United Kingdom,1,E014783,ROBINSON,ROBINSON,United States Of America,1,Medium,20,80.0,100.0,80.0,100.0,2
E009422,HEBEI BOJIAN,HEBEI BOJIAN,China,1,E009423,HEBEI BOJIAN METAL,HEBEI BOJIAN METAL,China,1,Medium,30,80.0,100.0,80.0,100.0,2
