Global Parent,Ship_To_Count,Row_Count,GP_Country,Normalized_GP,Normalization_Changed
TIGERCAT INDUSTRIES INC,1,1,Canada,TIGERCAT INDUSTRIES,True
TIGHITCO INC,1,2,United States Of America,TIGHITCO,True
TIGHTWELL FASTNERS MW,1,1,,TIGHTWELL FASTNERS MW,False
TIGRA,1,2,Germany,TIGRA,False
TIGRE,1,2,Brazil,TIGRE,False
TIHI TEKS,1,2,Turkey,TIHI TEKS,False
TILLOTSON,1,1,United States Of America,TILLOTSON,False
TILTMAN,1,3,Denmark,TILTMAN,False
TIM IC,1,2,Turkey,TIM IC,False
TIM PROCESSI TERMICI,1,2,Italy,TIM PROCESSI TERMICI,False
TIM SERVICE,1,1,Italy,TIM SERVICE,False
TIMBER BUDDY,1,1,United States Of America,TIMBER BUDDY,False
TIMBERLINE BUILDERS SUPPLY,1,2,United States Of America,TIMBERLINE BUILDERS SUPPLY,False
TIMBERWISE,1,2,Finland,TIMBERWISE,False
TIMESAVERS,1,2,Netherlands,TIMESAVERS,False
TIMET,1,1,United States Of America,TIMET,False
TIMRON PRECISION GEAR,1,1,United States Of America,TIMRON PRECISION GEAR,False
TIN QUIMICA,1,2,Brazil,TIN QUIMICA,False
TINIUS OLSEN TESTING MACHINE,1,2,United States Of America,TINIUS OLSEN TESTING MACHINE,False
TINTAS NACIONAIS,1,1,Brazil,TINTAS NACIONAIS,False
TIRE RACK,1,2,United States Of America,TIRE RACK,False
TIRLONI ANDREA,1,4,Italy,TIRLONI ANDREA,False
TIROFLEX APS,1,2,Denmark,TIROFLEX APS,False
TITAN TOOL AND DIE,1,1,United States Of America,TITAN TOOL AND DIE,False
TITAN TOOL AND DIE INC,1,2,United States Of America,TITAN TOOL AND DIE,True
TITANIUM HEAT TREATMENT SERV,1,2,United States Of America,TITANIUM HEAT TREATMENT SERV,False
TITUS GROUP,1,2,,TITUS GROUP,False
TK ELEVATOR,1,1,Germany,TK ELEVATOR,False
TLA,1,2,United States Of America,TLA,False
TM ALU PARTS,1,3,Italy,TM ALU PARTS,False
TM.I.C. SRL,1,3,,TM I C,True
TMAK INC DBA MCTD INC,1,2,United States Of America,TMAK DBA MCTD,True
TMB INDUSTRIES,1,1,United States Of America,TMB INDUSTRIES,False
TMF GROUP,1,1,United Kingdom,TMF GROUP,False
TMH,1,2,Russian Federation,TMH,False
TMHMS AB UTG NICKLAS A,1,2,Sweden,TMHMS AB UTG NICKLAS A,False
TMIC TERMOMECCANICA INDUSTRIAL,1,2,,TMIC TERMOMECCANICA INDUSTRIAL,False
TMMS,1,2,United States Of America,TMMS,False
TMP CONSTRUC MAQUINARIATPEDRO,1,2,Spain,TMP CONSTRUC MAQUINARIATPEDRO,False
TMT,1,4,Germany,TMT,False
TMV MOLINARI,1,3,Italy,TMV MOLINARI,False
TNEMEC,1,2,United States Of America,TNEMEC,False
TNL ENGINEERING,1,2,United States Of America,TNL ENGINEERING,False
TNT CUSTOMS,1,2,United States Of America,TNT CUSTOMS,False
TNT MACHINING,1,2,United States Of America,TNT MACHINING,False
TNT TOOLS,1,2,United States Of America,TNT TOOLS,False
TO THAI COLTD,1,2,Thailand,TO THAI COLTD,False
TOA ENGINEERING TSUYAMA,1,2,Japan,TOA ENGINEERING TSUYAMA,False
TOBALDINI GAMBUGLIANO NPCD,1,2,Italy,TOBALDINI GAMBUGLIANO NPCD,False
TOBAR,1,2,United States Of America,TOBAR,False
TODO USA,1,3,United States Of America,TODO USA,False
TOGRAM,1,1,Turkey,TOGRAM,False
TOHO MEKKI,1,2,Japan,TOHO MEKKI,False
TOKAI CARBON GE,1,7,United States Of America,TOKAI CARBON GE,False
TOKAI LUBRICATION,1,2,Japan,TOKAI LUBRICATION,False
TOKAI MORIB,1,2,Japan,TOKAI MORIB,False
TOKYO SANGYO,1,3,Japan,TOKYO SANGYO,False
TOLLOK,1,2,United States Of America,TOLLOK,False
TOLOMATIC,1,2,United States Of America,TOLOMATIC,False
TOLPARK SYSTEMS,1,2,Australia,TOLPARK SYSTEMS,False
TOMAGO INDUSTRIAL SUPPLIES,1,1,Australia,TOMAGO INDUSTRIAL SUPPLIES,False
TOMAK PRECISION,1,2,United States Of America,TOMAK PRECISION,False
TOMAS VADILLO,1,1,Spain,TOMAS VADILLO,False
TOMET MECHANICS,1,1,Italy,TOMET MECHANICS,False
TOMITA INDUSTRIAL,1,2,Japan,TOMITA INDUSTRIAL,False
TONGLING GROUP,1,2,China,TONGLING GROUP,False
TONKAWA FOUNDRY,1,3,United States Of America,TONKAWA FOUNDRY,False
TONNARD MFG CORP,1,1,,TONNARD MFG,True
TOO HEAVYAL,1,2,China,TOO HEAVYAL,False
TOOL SERVICE,1,2,United States Of America,TOOL SERVICE,False
TOOL TECH,1,2,,TOOL TECH,False
TOOLE SUPPLY COMPANY,1,1,United States Of America,TOOLE SUPPLY,True
TOOLEX,1,2,Poland,TOOLEX,False
TOOLEX FEMFELDOLGOZO,1,1,,TOOLEX FEMFELDOLGOZO,False
TOOLEX FEMFELDOLGOZO KFT,1,2,Hungary,TOOLEX FEMFELDOLGOZO KFT,False
TOOLEXPERT OU,1,2,Estonia,TOOLEXPERT OU,False
TOOLING DYNAMICS,1,2,United States Of America,TOOLING DYNAMICS,False
TOOLING DYNAMICS LLC,1,2,United States Of America,TOOLING DYNAMICS,True
TOOLING HOLLAND BV,1,2,Netherlands,TOOLING HOLLAND,True
TOOLING INTERNATIONAL,1,2,United States Of America,TOOLING INTERNATIONAL,False
TOOLING TECHNOLOGY,1,2,,TOOLING TECHNOLOGY,False
TOOLS AND DIES,1,2,Italy,TOOLS AND DIES,False
TOOLS AND METAL SUPPLY,1,2,United States Of America,TOOLS AND METAL SUPPLY,False
TOOLS SVERIGE,1,1,Sweden,TOOLS SVERIGE,False
TOOLS URANGA SOCIEDAD ANONIMA,1,2,Argentina,TOOLS URANGA SOCIEDAD ANONIMA,False
TOOLSINC,1,1,United States Of America,TOOLSINC,False
TOOLSOUTH INC,1,3,United States Of America,TOOLSOUTH,True
TOOLTEX,1,2,United States Of America,TOOLTEX,False
TOP ALULIT,1,1,Italy,TOP ALULIT,False
TOP NOTCH TOOL AND ENGR,1,1,,TOP NOTCH TOOL AND ENGR,False
TOPCAST AVIATION USA INC,1,2,,TOPCAST AVIATION USA,True
TOPFLIGHT PRODUCT,1,1,Thailand,TOPFLIGHT PRODUCT,False
TORCH AND GAUGE INC,1,3,United States Of America,TORCH AND GAUGE,True
TORCHIANI,1,2,Italy,TORCHIANI,False
TORFORM ROZANSCY,1,1,Poland,TORFORM ROZANSCY,False
TORNERIA CAPPELLI,1,2,Italy,TORNERIA CAPPELLI,False
TORNERIA FERRAMOSCA,1,2,Italy,TORNERIA FERRAMOSCA,False
TORNERIA FERRAMOSCA SNC,1,2,Italy,TORNERIA FERRAMOSCA SNC,False
TORNERIA G F DI GIANELLO FABIO,1,2,Italy,TORNERIA G F DI GIANELLO FABIO,False
TORNERIA MECCANICA DUCCI FLLI SRL,1,2,Italy,TORNERIA MECCANICA DUCCI FLLI,True
TORNERIA MECCANICA VALENTI SRL,1,1,,TORNERIA MECCANICA VALENTI,True
TORNERIE MECCANICHE LECCESI,1,2,Italy,TORNERIE MECCANICHE LECCESI,False
TORNIER ORTHOPEDICS,1,3,United States Of America,TORNIER ORTHOPEDICS,False
TORO,1,3,United States Of America,TORO,False
TORONTO LUBE SERVICE,1,2,Canada,TORONTO LUBE SERVICE,False
TORONTO MACHINE TOOL,1,2,Canada,TORONTO MACHINE TOOL,False
TORQ,1,2,United States Of America,TORQ,False
TORQUE ELECTRIC MOTORS,1,2,Canada,TORQUE ELECTRIC MOTORS,False
TORQUE TECH PRECISION,1,1,Taiwan,TORQUE TECH PRECISION,False
TORRAS PAPEL,1,2,Spain,TORRAS PAPEL,False
TORRENT ENERGY,1,2,India,TORRENT ENERGY,False
TORRES AND TORRES,1,2,Brazil,TORRES AND TORRES,False
TORRMETAL CORPORATION,1,1,United States Of America,TORRMETAL,True
TORTOISE INDUSTRIES,1,2,United States Of America,TORTOISE INDUSTRIES,False
TORUAUN DECHA PANICH,1,1,Thailand,TORUAUN DECHA PANICH,False
TORUN BAKIR ALASIMLARI METAL,1,2,Turkey,TORUN BAKIR ALASIMLARI METAL,False
TOSCO,1,2,Japan,TOSCO,False
TOTAL CONCEPTS OF DESIGN,1,2,United States Of America,TOTAL CONCEPTS OF DESIGN,False
TOTAL POWDER COAT AND FINISH,1,1,United States Of America,TOTAL POWDER COAT AND FINISH,False
TOTAL PRECISION BAYSWATER NORTH,1,2,,TOTAL PRECISION BAYSWATER NORTH,False
TOTAL TOOLING,1,1,Australia,TOTAL TOOLING,False
TOTH ES FIA KOVACSUZEM CSENGODI,1,1,,TOTH ES FIA KOVACSUZEM CSENGODI,False
TOTOFORM ITHALAT IHRACAT PAZR,1,1,Turkey,TOTOFORM ITHALAT IHRACAT PAZR,False
TOTOMAK,1,3,Turkey,TOTOMAK,False
TOUCHPOINT POLSKA,1,1,Poland,TOUCHPOINT POLSKA,False
TOVIC,1,2,Spain,TOVIC,False
TOWA INDUSTRIAL COMMERCE,1,2,Japan,TOWA INDUSTRIAL COMMERCE,False
TOWER EXTRUSIONS,1,2,United States Of America,TOWER EXTRUSIONS,False
TOWER JAZZ TEXAS,1,2,United States Of America,TOWER JAZZ TEXAS,False
TOWER PRECISION,1,1,United States Of America,TOWER PRECISION,False
TOWN AND COUNTRY INDUSTRIES,1,2,United States Of America,TOWN AND COUNTRY INDUSTRIES,False
TOWNLEY COBURGE NORTH,1,1,,TOWNLEY COBURGE NORTH,False
TOWNLEY DROP FORGE PTY LT,1,1,Australia,TOWNLEY DROP FORGE LT,True
TOYO,1,2,United States Of America,TOYO,False
TOYO RIKEN KOBE,1,2,Japan,TOYO RIKEN KOBE,False
TOYO SEIKO (THAILAND) COMPANY LIMITED,1,1,,TOYO SEIKO THAILAND,True
TOYOTETSU,1,1,Japan,TOYOTETSU,False
TPAerospace Technics Czech s.r.o.,1,1,,TPAEROSPACE TECHNICS CZECH S R O,True
TPCO,1,2,China,TPCO,False
TPI POLENE,1,2,Thailand,TPI POLENE,False
TPM,1,5,Mexico,TPM,False
TPR SHOJI,1,2,Japan,TPR SHOJI,False
TR ENGINEERS,1,2,India,TR ENGINEERS,False
TR EQUIPAMENTOS,1,2,Brazil,TR EQUIPAMENTOS,False
TR GRINDING,1,2,Canada,TR GRINDING,False
TRA ENGINEERING,1,1,Australia,TRA ENGINEERING,False
TRABEIRA TRATAMIENTO DE VIDRIO,1,1,Spain,TRABEIRA TRATAMIENTO DE VIDRIO,False
TRACBEL,1,2,Brazil,TRACBEL,False
TRACE ENGINEERING,1,4,,TRACE ENGINEERING,False
TRACSA,1,1,Mexico,TRACSA,False
TRACTO TECHNIK GMBHandCO KG,1,2,Germany,TRACTO TECHNIK GMBHANDCO KG,False
TRACTOLESA,1,2,Spain,TRACTOLESA,False
TRAILER EQUIPMENT,1,2,United States Of America,TRAILER EQUIPMENT,False
TRAILERS OF THE EAST COAST,1,2,United States Of America,TRAILERS OF THE EAST COAST,False
TRAITEMENT THERMIQUE DE TERRENOIRE,1,2,France,TRAITEMENT THERMIQUE DE TERRENOIRE,False
TRAITEMENT THERMIQUE DELSON,1,4,France,TRAITEMENT THERMIQUE DELSON,False
TRANCE INDUSTRIES,1,2,United States Of America,TRANCE INDUSTRIES,False
TRANCERIA LIGURE SRL,1,1,,TRANCERIA LIGURE,True
TRANCERIE EMILIANE SPA,1,1,,TRANCERIE EMILIANE,True
TRANE TECHNOLOGIES PLANT 4,1,3,United States Of America,TRANE TECHNOLOGIES PLANT 4,False
TRANEMO METAL,1,3,Sweden,TRANEMO METAL,False
TRANS CONTINENTAL MFG,1,2,United States Of America,TRANS CONTINENTAL MFG,False
TRANS ERNIO GUIPUZCOASCL,1,2,Spain,TRANS ERNIO GUIPUZCOASCL,False
TRANS LA LEZE,1,2,Spain,TRANS LA LEZE,False
TRANS MANDUEGI SCOOP,1,2,Spain,TRANS MANDUEGI SCOOP,False
TRANSBIDASOA,1,1,Spain,TRANSBIDASOA,False
TRANSCANADA TURBINES LTD,1,2,Canada,TRANSCANADA TURBINES,True
TRANSCO MANUFACTURING,1,1,United States Of America,TRANSCO MANUFACTURING,False
TRANSFESA,1,1,Spain,TRANSFESA,False
TRANSFIL,1,2,France,TRANSFIL,False
TRANSFLUID INDUSTRIAL AND MARINE,1,2,United States Of America,TRANSFLUID INDUSTRIAL AND MARINE,False
TRANSFORWARDING,1,1,Czech Republic,TRANSFORWARDING,False
TRANSFRIULI,1,2,Italy,TRANSFRIULI,False
TRANSGROUP ELP WORLDWIDE ELECTR,1,2,United States Of America,TRANSGROUP ELP WORLDWIDE ELECTR,False
TRANSITLAND EUROPEA SL,1,2,Spain,TRANSITLAND EUROPEA SL,False
TRANSITURRETXE SL,1,2,Spain,TRANSITURRETXE SL,False
TRANSMARK SUBSEA,1,3,Scotland,TRANSMARK SUBSEA,False
TRANSMISIONES DE VEHICULOS INDUSTRIALES,1,1,Spain,TRANSMISIONES DE VEHICULOS INDUSTRIALES,False
TRANSPLY,1,3,,TRANSPLY,False
TRANSPLY INC,1,2,United States Of America,TRANSPLY,True
TRANSPORTADORA NGD,1,2,Brazil,TRANSPORTADORA NGD,False
TRANSPORTES AITOR PUEYO,1,1,Spain,TRANSPORTES AITOR PUEYO,False
TRANSPORTES ALDITRANS,1,1,Spain,TRANSPORTES ALDITRANS,False
TRANSPORTES FUERTES PENDIENTES,1,1,Spain,TRANSPORTES FUERTES PENDIENTES,False
TRANSPORTES GALEUSKA,1,1,Spain,TRANSPORTES GALEUSKA,False
TRANSPORTES GORRITXO,1,1,Spain,TRANSPORTES GORRITXO,False
TRANSPORTES LAZTIMENDI,1,1,Spain,TRANSPORTES LAZTIMENDI,False
TRANSPORTES M IRIARTE,1,2,Spain,TRANSPORTES M IRIARTE,False
TRANSPORTES MARTINS,1,1,Spain,TRANSPORTES MARTINS,False
TRANSPORTES PEnAGARICANO SL,1,2,Spain,TRANSPORTES PENAGARICANO SL,False
TRANSPORTES PONCE CAS,1,2,Spain,TRANSPORTES PONCE CAS,False
TRANSPORTES SAL AVE,1,2,Spain,TRANSPORTES SAL AVE,False
TRANSPORTES SANTOS SA,1,2,Spain,TRANSPORTES SANTOS,True
TRANSPORTES Y GRUAS ZERAINSL,1,1,Spain,TRANSPORTES Y GRUAS ZERAINSL,False
TRANSPORTES ZABALETA,1,1,Spain,TRANSPORTES ZABALETA,False
TRANSPORTI KRAJAN,1,2,Italy,TRANSPORTI KRAJAN,False
TRANSTIERMES,1,1,Spain,TRANSTIERMES,False
TRANSTXAKAIN,1,1,Spain,TRANSTXAKAIN,False
TRANSWAY INTERNATIONALE SPEDITIONS,1,2,Germany,TRANSWAY INTERNATIONALE SPEDITIONS,False
TRANSWEST,1,2,United States Of America,TRANSWEST,False
TRANT ENGINEERING,1,2,Ireland,TRANT ENGINEERING,False
TRANTECH RADIATOR,1,2,United States Of America,TRANTECH RADIATOR,False
TRANTECH RADIATOR PRODUCTS,1,3,United States Of America,TRANTECH RADIATOR PRODUCTS,False
TRANTECH RADIATOR PRODUCTS INC,1,2,,TRANTECH RADIATOR PRODUCTS,True
TRATAMIENTOS ESPDE MANTENIMIENTO,1,1,Spain,TRATAMIENTOS ESPDE MANTENIMIENTO,False
TRATAMIENTOS Y DERIVADOS,1,1,Spain,TRATAMIENTOS Y DERIVADOS,False
TRATAMTERMICOS TTT,1,1,Spain,TRATAMTERMICOS TTT,False
TRATEME,1,2,Spain,TRATEME,False
TRATON,1,1,Germany,TRATON,False
TRATORAG,1,2,,TRATORAG,False
TRATOS H.V. / ST,1,1,,TRATOS H V ST,True
TRATTAMENTI INDUZIONE,1,1,Italy,TRATTAMENTI INDUZIONE,False
TRATTAMENTI TERMICI SRL,1,1,,TRATTAMENTI TERMICI,True
TRAYCO,1,2,United Kingdom,TRAYCO,False
TRD MANUFACTURING,1,3,United States Of America,TRD MANUFACTURING,False
TREDEGAR,1,2,United States Of America,TREDEGAR,False
TREE MOBILE GROUP,1,2,Spain,TREE MOBILE GROUP,False
TREFFLER MASCHINENBAU GMBH AND CO,1,2,Germany,TREFFLER MASCHINENBAU AND,True
TREFIX,1,2,Brazil,TREFIX,False
TREGO MASKIN,1,2,Sweden,TREGO MASKIN,False
TREKAN,1,4,Sweden,TREKAN,False
TREND MOULD,1,3,Denmark,TREND MOULD,False
TRENDIUM POOL PRODUCTS,1,2,Canada,TRENDIUM POOL PRODUCTS,False
TRENDIUM POOL PRODUCTS INC,1,2,Canada,TRENDIUM POOL PRODUCTS,True
TRENDLER COMPONENTSINC,1,2,United States Of America,TRENDLER COMPONENTSINC,False
TRENTON FORGING,1,2,United States Of America,TRENTON FORGING,False
TRENTON PIPE NIPPLE COMPANY,1,2,United States Of America,TRENTON PIPE NIPPLE,True
TREVISAN SRL,1,1,,TREVISAN,True
TREX,1,2,France,TREX,False
TRF BLDG 4027,1,2,United States Of America,TRF BLDG 4027,False
TRI GEMINI,1,2,United States Of America,TRI GEMINI,False
TRI MARK CORPORATION,1,2,United States Of America,TRI MARK,True
TRI STAR ENGINE,1,2,United States Of America,TRI STAR ENGINE,False
TRI STATE AVIATION,1,2,United States Of America,TRI STATE AVIATION,False
TRI STATE FASTENERS,1,2,United States Of America,TRI STATE FASTENERS,False
TRI STATE INDUSTRIES,1,5,United States Of America,TRI STATE INDUSTRIES,False
TRI STATE PRINTING,1,2,United States Of America,TRI STATE PRINTING,False
TRI V TOOL AND MFG,1,2,United States Of America,TRI V TOOL AND MFG,False
TRIANGLE MANUFACTURING COMPANY,1,2,United States Of America,TRIANGLE MANUFACTURING,True
TRIBO CHEMIE,1,2,Germany,TRIBO CHEMIE,False
TRIBOCHEM INC,1,2,Canada,TRIBOCHEM,True
TRIBOSCIENCE AND ENGINEERING,1,2,United States Of America,TRIBOSCIENCE AND ENGINEERING,False
TRIBUTECH,1,1,Germany,TRIBUTECH,False
TRICO MACHINE,1,2,United States Of America,TRICO MACHINE,False
TRICO MACHINE PRODUCTS,1,2,United States Of America,TRICO MACHINE PRODUCTS,False
TRICON STAMPING PLANT,1,2,United States Of America,TRICON STAMPING PLANT,False
TRICON WEAR SOLUTIONS,1,2,United States Of America,TRICON WEAR SOLUTIONS,False
TRICYCLIC NEEDLES INDUSTRIAL,1,1,United States Of America,TRICYCLIC NEEDLES INDUSTRIAL,False
TRIDEM INDUSTRIES,1,2,United States Of America,TRIDEM INDUSTRIES,False
TRIDENT,1,7,United States Of America,TRIDENT,False
TRIDENT MARITIME SYSTEMS HEG,1,1,United States Of America,TRIDENT MARITIME SYSTEMS HEG,False
TRIDON,1,3,Australia,TRIDON,False
TRIDON  SILVERWATER,1,1,,TRIDON SILVERWATER,True
TRIER INDUSTRIES,1,3,United States Of America,TRIER INDUSTRIES,False
TRIFECTA MEDICAL,1,1,United States Of America,TRIFECTA MEDICAL,False
TRIFECTA TOOL AND ENGINEERING,1,2,United States Of America,TRIFECTA TOOL AND ENGINEERING,False
TRIGEL PETROCHEM  SC,1,2,India,TRIGEL PETROCHEM SC,True
TRIISO,1,1,United States Of America,TRIISO,False
TRILLIUM METAL STAMPING,1,1,United States Of America,TRILLIUM METAL STAMPING,False
TRIM SYSTEMS PTE LTD,1,1,Singapore,TRIM SYSTEMS PTE,True
TRIMASTER MANUFACTURING,1,2,United States Of America,TRIMASTER MANUFACTURING,False
TRIMASTER MFG LTD,1,2,Canada,TRIMASTER MFG,True
TRIMETAIS,1,2,Brazil,TRIMETAIS,False
TRINE ACCESS TECHNOLOGY,1,2,United States Of America,TRINE ACCESS TECHNOLOGY,False
TRINITY ENERGY ABSORPTION,1,2,United States Of America,TRINITY ENERGY ABSORPTION,False
TRIOSIM CORPORATION,1,1,United States Of America,TRIOSIM,True
TRIPAR INC,1,2,Canada,TRIPAR,True
TRIPLAN INTERNATIONAL,1,2,United States Of America,TRIPLAN INTERNATIONAL,False
TRIPLE CITIES METAL FINISHING,1,2,United States Of America,TRIPLE CITIES METAL FINISHING,False
TRIPLE J PLUMBING,1,2,United States Of America,TRIPLE J PLUMBING,False
TRIPLE T ENGINEERING,1,2,United States Of America,TRIPLE T ENGINEERING,False
TRIPLECUT,1,2,United States Of America,TRIPLECUT,False
TRIPLETT MACHINE CO,1,2,United States Of America,TRIPLETT MACHINE,True
TRIPLEX PLATING,1,2,United States Of America,TRIPLEX PLATING,False
TRIQUINT SEMICONDUCTOR,1,2,United States Of America,TRIQUINT SEMICONDUCTOR,False
TRIROK DRILLING ACCESSORIES,1,2,United States Of America,TRIROK DRILLING ACCESSORIES,False
TRISTATE TOOL AND DIE CO,1,3,,TRISTATE TOOL AND DIE,True
TRISTATE TOOL AND HOIST,1,1,United States Of America,TRISTATE TOOL AND HOIST,False
TRISTATE TOOL and DIE CO,1,1,United States Of America,TRISTATE TOOL AND DIE,True
TRISUL,1,2,Brazil,TRISUL,False
TRITECH APS,1,1,Denmark,TRITECH APS,False
TRITECH ENGINEERING SOLUTION,1,2,Wales,TRITECH ENGINEERING SOLUTION,False
TRITECH LUB DANDENONG,1,2,,TRITECH LUB DANDENONG,False
TRITECH LUBRICANTS,1,1,United States Of America,TRITECH LUBRICANTS,False
TRITEX CO INC,1,2,United States Of America,TRITEX,True
TRITON METALS,1,2,United States Of America,TRITON METALS,False
TRITON MFG,1,2,United States Of America,TRITON MFG,False
TRITOOLS AND MACHINERY PTE LTD,1,2,Singapore,TRITOOLS AND MACHINERY PTE,True
TRIVENI TURBINE,1,1,,TRIVENI TURBINE,False
TRIVIUM,1,1,,TRIVIUM,False
TRIWAY MOLD AND ENGINEERING,1,2,United States Of America,TRIWAY MOLD AND ENGINEERING,False
TROEMEGA,1,1,Spain,TROEMEGA,False
TROJAN BATTERY COMPANY,1,1,United States Of America,TROJAN BATTERY,True
TROKEL,1,1,Spain,TROKEL,False
TROLL HARTETECHNIK,1,2,Germany,TROLL HARTETECHNIK,False
TROMBA,1,1,Argentina,TROMBA,False
TROQUELES DE PRECISION DEL NOROESTE,1,4,Mexico,TROQUELES DE PRECISION DEL NOROESTE,False
TROX,1,2,Germany,TROX,False
TROY DESIGN and MANUFACTURING CO,1,2,United States Of America,TROY DESIGN AND MANUFACTURING,True
TROY LIGHTING,1,5,United States Of America,TROY LIGHTING,False
TROY MANUFACTURING COMPANY,1,1,United States Of America,TROY MANUFACTURING,True
TRS TECHNOLOGIES,1,2,United States Of America,TRS TECHNOLOGIES,False
TRU ARCHITECTURAL,1,2,United States Of America,TRU ARCHITECTURAL,False
TRU BILLET MACHINING AND FAB INC,1,2,United States Of America,TRU BILLET MACHINING AND FAB,True
TRU CAN MANAGEMENT INC,1,2,Canada,TRU CAN MANAGEMENT,True
TRU TONE FINISHING LEXINGTON,1,4,United States Of America,TRU TONE FINISHING LEXINGTON,False
TRUCUT MACHINE,1,2,United States Of America,TRUCUT MACHINE,False
TRUE CASTING INC,1,2,United States Of America,TRUE CASTING,True
TRUE DIE,1,2,United States Of America,TRUE DIE,False
TRUE PRECISION ENG,1,2,United States Of America,TRUE PRECISION ENG,False
TRUEBLOOD LUBRICANTS,1,2,United States Of America,TRUEBLOOD LUBRICANTS,False
TRUEBLOOD OIL,1,1,United States Of America,TRUEBLOOD OIL,False
TRUMACH PREC ENG,1,2,United States Of America,TRUMACH PREC ENG,False
TRUMPF MEXICO,1,3,Mexico,TRUMPF MEXICO,False
TRUSSVILLE FACILITY LUBES,1,2,United States Of America,TRUSSVILLE FACILITY LUBES,False
TRUSTY COOK,1,3,,TRUSTY COOK,False
TRUTONE PAINT,1,2,United States Of America,TRUTONE PAINT,False
TRUVA KALIP,1,2,Turkey,TRUVA KALIP,False
TS MILLING,1,2,United States Of America,TS MILLING,False
TS PRODUKTER,1,1,Sweden,TS PRODUKTER,False
TS TECH,1,1,Japan,TS TECH,False
TS TECH AMERICAS INC,1,1,United States Of America,TS TECH AMERICAS,True
TS USA,1,2,United States Of America,TS USA,False
TSB FABRICATION,1,2,United States Of America,TSB FABRICATION,False
TSB MOOL AND PART,1,1,India,TSB MOOL AND PART,False
TSE BRAKES INC,1,1,United States Of America,TSE BRAKES,True
TSI SEMICONDUCTORS AMERICA,1,2,United States Of America,TSI SEMICONDUCTORS AMERICA,False
TSM,1,2,United States Of America,TSM,False
TSMC WASHINGTON,1,1,,TSMC WASHINGTON,False
TSP ENGINEERING,1,2,United States Of America,TSP ENGINEERING,False
TSP PRECISION TOOLING CO LTD,1,1,China,TSP PRECISION TOOLING,True
TSUBACO,1,2,Japan,TSUBACO,False
TSUBAKI NAKASHIMA,1,4,Japan,TSUBAKI NAKASHIMA,False
TSUMATSUDO TAISHODOU,1,2,Japan,TSUMATSUDO TAISHODOU,False
TSW,1,1,Poland,TSW,False
TSW INDUSTRIES,1,2,United States Of America,TSW INDUSTRIES,False
TT,1,1,Italy,TT,False
TT FIRST,1,1,Thailand,TT FIRST,False
TT Italy,1,2,Italy,TT ITALY,False
TT PRECISION,1,2,Canada,TT PRECISION,False
TT SRL,1,1,,TT,True
TTA,1,2,Netherlands,TTA,False
TTES,1,2,Spain,TTES,False
TTK SSAMASRATAS KOMURU ISLTMUESSESESI,1,2,Turkey,TTK SSAMASRATAS KOMURU ISLTMUESSESESI,False
TTM Technologies,1,1,United States Of America,TTM TECHNOLOGIES,False
TTN,1,1,Italy,TTN,False
TTP,1,2,Italy,TTP,False
TTT GOIKO SA,1,1,Spain,TTT GOIKO,True
TUBE FAB ROMAN ENGINEERING,1,2,United States Of America,TUBE FAB ROMAN ENGINEERING,False
TUBE HONING AND FINISHING,1,2,Canada,TUBE HONING AND FINISHING,False
TUBE HONING and FINISHING,1,2,Canada,TUBE HONING AND FINISHING,False
TUBE MAC PIPING TECHNOLOGIES LTD,1,1,Canada,TUBE MAC PIPING TECHNOLOGIES,True
TUBE METHODS INC,1,2,United States Of America,TUBE METHODS,True
TUBE SPECIALTIES,1,2,United States Of America,TUBE SPECIALTIES,False
TUBE SPECIALTIES COMPANY INC,1,2,United States Of America,TUBE SPECIALTIES,True
TUBE SUPPLY,1,1,Canada,TUBE SUPPLY,False
TUBE TECHNOLOGIES,1,2,United States Of America,TUBE TECHNOLOGIES,False
TUBOGAR,1,2,Argentina,TUBOGAR,False
TUBULAR STEEL 200 HYMUS RD,1,1,Canada,TUBULAR STEEL 200 HYMUS RD,False
TUBULAR STEEL 285 RALEIGH AVE,1,2,Canada,TUBULAR STEEL 285 RALEIGH AVE,False
TUBULAR STEEL USA,1,2,United States Of America,TUBULAR STEEL USA,False
TUCKER INDUSTRIAL LIQUID COATINGS,1,2,United States Of America,TUCKER INDUSTRIAL LIQUID COATINGS,False
TUDELA SOLARSL,1,2,Spain,TUDELA SOLARSL,False
TUFTCO FINISHING INC,1,1,United States Of America,TUFTCO FINISHING,True
TUGSEM DISTICMUHVE DANHIZ,1,2,Turkey,TUGSEM DISTICMUHVE DANHIZ,False
TULIKIVI,1,2,Finland,TULIKIVI,False
TUMSER EV ALET SERVIS ISITSOG,1,2,Turkey,TUMSER EV ALET SERVIS ISITSOG,False
TUNEL ANTZUOLA UTE,1,2,Spain,TUNEL ANTZUOLA UTE,False
TUNGALOY-NTK CUTTING TOOL (THAILAND) CO.,1,1,,TUNGALOY NTK CUTTING TOOL THAILAND,True
TUPA,1,1,Brazil,TUPA,False
TUPPERWARE BELGIUM NV,1,2,Belgium,TUPPERWARE BELGIUM,True
TURBINE ENGINE COMPONENTS WHITCRA,1,2,United States Of America,TURBINE ENGINE COMPONENTS WHITCRA,False
TURBINE SPECIALITIES,1,2,Mexico,TURBINE SPECIALITIES,False
TURBINEPROS LLC,1,2,United States Of America,TURBINEPROS,True
